#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	SubG1_G_V_DBT_S267_L001	SubG1_G_V_PF_1_S264_L001	SubG1_S_V_DBT_S261_L001	SubG1_S_V_PF_1_S258_L001	SubG2_G_V_DBT_S268_L001	SubG2_G_V_PF_1_S265_L001	SubG2_S_V_DBT_S262_L001	SubG2_S_V_PF_1_S259_L001	SubG3_G_V_DBT_S269_L001	SubG3_G_V_PF_1_S266_L001	SubG3_S_V_DBT_S263_L001	SubG3_S_V_PF_1_S260_L001
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_noxia|t__SGB5884	69663.0	93266.0	0.0	0.0	44379.0	56469.0	0.0	0.0	61580.0	64245.0	217.0	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_buccalis|t__SGB6058	82552.0	116178.0	0.0	0.0	283240.0	379386.0	1306.0	793.0	94948.0	102469.0	2007.0	2559.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__Capnocytophaga_gingivalis|t__SGB2479	81861.0	118823.0	9780.0	13751.0	608891.0	849709.0	174177.0	155826.0	226610.0	260546.0	22473.0	18407.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella|s__Hoylesella_pleuritidis|t__SGB1526	80199.0	102217.0	19986.0	19401.0	0.0	0.0	0.0	0.0	15651.0	16512.0	55334.0	42859.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanosyncoccales|f__Candidatus_Nanosyncoccaceae|g__Candidatus_Nanosyncoccus|s__Candidatus_Nanosyncoccus_SGB19792|t__SGB19792	31949.0	41604.0	0.0	71.0	1775.0	2432.0	176.0	47.0	12661.0	12121.0	2736.0	1219.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva|t__SGB8235	61483.0	89920.0	1623.0	2177.0	96597.0	176480.0	5975.0	14053.0	23097.0	20893.0	7346.0	11230.0
k__Bacteria|p__Bacteroidota|c__CFGB570|o__OFGB570|f__FGB570|g__GGB1202|s__GGB1202_SGB1566|t__SGB1566	86377.0	118083.0	0.0	0.0	0.0	0.0	0.0	0.0	20337.0	22181.0	3007.0	1801.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_cinerea|t__SGB9460	70967.0	96513.0	24004.0	20220.0	836668.0	1007465.0	286131.0	241477.0	1451.0	1088.0	2274.0	1131.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_sp_2125159857|t__SGB9733	60375.0	93222.0	8164.0	19232.0	55896.0	59778.0	10138.0	0.0	102217.0	105624.0	27342.0	23281.0
k__Bacteria|p__Spirochaetota|c__CFGB1021|o__OFGB1021|f__FGB1021|g__GGB49499|s__GGB49499_SGB69440|t__SGB69440	79325.0	111326.0	1509.0	1856.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_denitrificans|t__SGB9437	60863.0	86769.0	9079.0	9686.0	3573.0	6583.0	364.0	27.0	10090.0	9903.0	5378.0	4261.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis|t__SGB15873	107175.0	183512.0	0.0	0.0	237237.0	394979.0	0.0	0.0	238627.0	297813.0	0.0	0.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__GGB2674|s__GGB2674_SGB3609|t__SGB3609	84129.0	116225.0	685.0	621.0	0.0	0.0	0.0	0.0	21561.0	22582.0	1904.0	1457.0
k__Bacteria|p__Spirochaetota|c__CFGB1017|o__OFGB1017|f__FGB1017|g__GGB2666|s__GGB2666_SGB69449|t__SGB69449	76113.0	101435.0	6655.0	6063.0	0.0	0.0	0.0	0.0	1222.0	2187.0	15499.0	12754.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Arachnia_SGB15899|t__SGB15899	101329.0	157668.0	0.0	0.0	296626.0	470062.0	3423.0	2119.0	67054.0	79695.0	0.0	199.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__GGB6814|s__GGB6814_SGB9728|t__SGB9728	69809.0	101293.0	6305.0	6143.0	75970.0	99007.0	3429.0	1953.0	48453.0	52272.0	1416.0	851.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra|t__SGB6653	44337.0	53331.0	2955.0	1267.0	2196.0	2592.0	378.0	0.0	21217.0	18425.0	9055.0	6609.0
k__Bacteria|p__Firmicutes|c__CFGB1762|o__OFGB1762|f__FGB1762|g__GGB4533|s__GGB4533_SGB6246|t__SGB6246	49674.0	62778.0	1175.0	888.0	17450.0	24957.0	702.0	211.0	29076.0	27956.0	12060.0	10600.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_346|t__SGB19882_group	31628.0	25603.0	749.0	434.0	35769.0	37275.0	1783.0	805.0	26688.0	28179.0	1177.0	4120.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum|t__SGB6013	53019.0	71062.0	12599.0	14987.0	0.0	0.0	0.0	1041.0	2968.0	2841.0	6687.0	8572.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_conceptionensis|t__SGB1458	88305.0	129775.0	2809.0	1431.0	974.0	925.0	0.0	1770.0	0.0	0.0	3623.0	1677.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_SGB9438|t__SGB9438	61767.0	85251.0	1872.0	1761.0	20740.0	28421.0	123.0	0.0	9365.0	11602.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava|t__SGB9450_group	52806.0	61857.0	924914.0	1010765.0	397811.0	466784.0	5434692.0	4415057.0	122977.0	119624.0	828866.0	744393.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis|t__SGB8047_group	56817.0	89258.0	1037.0	1430.0	95683.0	153180.0	2824.0	3354.0	43492.0	48999.0	2291.0	2741.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_saburreum|t__SGB4481	66570.0	99906.0	0.0	0.0	46328.0	61366.0	0.0	0.0	49003.0	54328.0	0.0	0.0
k__Bacteria|p__Spirochaetota|c__CFGB1017|o__OFGB1017|f__FGB1017|g__GGB2666|s__GGB2666_SGB3593|t__SGB3593	58984.0	81438.0	3754.0	3295.0	0.0	0.0	0.0	0.0	22485.0	29182.0	7471.0	7087.0
k__Bacteria|p__Candidatus_Absconditibacteriota|c__CFGB1860|o__OFGB1860|f__FGB1860|g__GGB4937|s__GGB4937_SGB6891|t__SGB6891	32366.0	36997.0	33073.0	29860.0	119099.0	161472.0	87201.0	72668.0	19128.0	18203.0	5479.0	6515.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_denticola|t__SGB3613_group	61106.0	69396.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus|t__SGB9649	42832.0	56075.0	3384.0	3843.0	70404.0	93470.0	10076.0	8015.0	28910.0	25553.0	14555.0	13715.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMT897|t__SGB15876	70338.0	128699.0	0.0	0.0	104690.0	171943.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_SGB1463|t__SGB1463	60310.0	85734.0	2067.0	2773.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_socranskii|t__SGB3585	59499.0	99165.0	0.0	0.0	0.0	0.0	0.0	0.0	7977.0	5074.0	749.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Nanosyncoccalia|o__Candidatus_Nanogingivales|f__Candidatus_Nanogingivalaceae|g__GGB12785|s__GGB12785_SGB19827|t__SGB19827_group	21337.0	29484.0	5313.0	5592.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	17.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_veroralis|t__SGB1541	57778.0	80671.0	14969.0	14936.0	0.0	0.0	0.0	0.0	21777.0	21149.0	15232.0	12718.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii|t__SGB15888	66695.0	118783.0	0.0	0.0	738637.0	1216174.0	1603.0	0.0	128677.0	185574.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB208456|t__SGB208456	26399.0	34319.0	659.0	0.0	5939.0	1319.0	0.0	1319.0	5279.0	1979.0	1979.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidota_unclassified|o__Bacteroidota_unclassified|f__Bacteroidota_unclassified|g__Bacteroidota_unclassified|s__Bacteroidetes_oral_taxon_274|t__SGB1341	42117.0	52889.0	0.0	367.0	3023.0	4617.0	2142.0	1731.0	16576.0	17720.0	7470.0	7763.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_massiliensis|t__SGB6063	51150.0	59362.0	1363.0	833.0	70863.0	84162.0	4182.0	5526.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3385|s__GGB3385_SGB4472|t__SGB4472	53646.0	79799.0	0.0	0.0	179932.0	245025.0	0.0	0.0	20690.0	36650.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans|t__SGB8245_group	38953.0	53889.0	8789.0	4489.0	193141.0	243967.0	79122.0	64029.0	10383.0	13304.0	3840.0	6043.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_pseudoperiodonticum|t__SGB5989	47145.0	69783.0	236907.0	250850.0	39715.0	48402.0	327747.0	318944.0	34822.0	32441.0	131797.0	102040.0
k__Bacteria|p__Candidatus_Gracilibacteria|c__Candidatus_Gracilibacteria_unclassified|o__Candidatus_Gracilibacteria_unclassified|f__Candidatus_Gracilibacteria_unclassified|g__Candidatus_Gracilibacteria_unclassified|s__Candidatus_Gracilibacteria_unclassified_SGB5978|t__SGB5978	29583.0	40332.0	0.0	707.0	35066.0	52326.0	2833.0	0.0	69035.0	70046.0	761.0	2874.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183|t__SGB15892	44811.0	70421.0	0.0	0.0	71333.0	130950.0	1352.0	1327.0	89000.0	114779.0	80.0	578.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica|t__SGB1552	60583.0	90473.0	88526.0	77884.0	78397.0	102534.0	66621.0	54196.0	102350.0	99040.0	409821.0	369759.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB4355|o__OFGB4355|f__FGB4355|g__GGB12788|s__GGB12788_SGB19838|t__SGB19838	33515.0	44356.0	589.0	0.0	118036.0	106787.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens|t__SGB9434_group	43044.0	58018.0	1430.0	1306.0	32711.0	43034.0	2144.0	1072.0	938.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_oris|t__SGB1525	53663.0	68452.0	16965.0	16832.0	2278.0	2357.0	3230.0	3411.0	11714.0	10768.0	20645.0	16066.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hofstadii|t__SGB6062	44937.0	62842.0	0.0	0.0	40259.0	49528.0	0.0	0.0	51192.0	39489.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus|t__SGB9652	34438.0	43060.0	10207.0	24350.0	375.0	872.0	28628.0	21529.0	1316.0	1074.0	12915.0	5193.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_shahii|t__SGB29045	39013.0	65776.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidota_unclassified|o__Bacteroidota_unclassified|f__Bacteroidota_unclassified|g__Bacteroidota_unclassified|s__Bacteroidota_unclassified_SGB1343|t__SGB1343	33527.0	43670.0	0.0	0.0	35897.0	47944.0	1136.0	0.0	17898.0	20909.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus|t__SGB5825	29616.0	38868.0	1400.0	965.0	0.0	0.0	0.0	0.0	11652.0	11665.0	5997.0	4847.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__GGB4303|s__GGB4303_SGB5876|t__SGB5876	34529.0	52174.0	0.0	0.0	4470.0	5568.0	0.0	0.0	5295.0	5650.0	0.0	0.0
k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Spirochaetales|f__Treponemataceae|g__Treponema|s__Treponema_lecithinolyticum|t__SGB3587	36059.0	52836.0	1467.0	2724.0	0.0	0.0	0.0	0.0	4816.0	5591.0	10361.0	10468.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Arachnia|s__Arachnia_propionica|t__SGB15897	51939.0	77780.0	0.0	0.0	246453.0	399486.0	1723.0	256.0	131776.0	151835.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes|t__SGB5842	21160.0	25130.0	2353.0	2081.0	0.0	0.0	18.0	0.0	793.0	628.0	6148.0	5195.0
k__Bacteria|p__Firmicutes|c__CFGB1762|o__OFGB1762|f__FGB1762|g__GGB4533|s__GGB4533_SGB94822|t__SGB94822	28399.0	34011.0	680.0	542.0	0.0	0.0	0.0	0.0	13918.0	15727.0	3949.0	2641.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Centipeda|s__Centipeda_periodontii|t__SGB5887	37724.0	52747.0	0.0	0.0	0.0	0.0	0.0	0.0	10658.0	14685.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii|t__SGB15887	45760.0	80552.0	0.0	0.0	6667.0	12243.0	0.0	0.0	146281.0	210328.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_SGB69469|t__SGB69469	25770.0	32815.0	0.0	0.0	0.0	0.0	0.0	0.0	4617.0	4915.0	0.0	0.0
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae|t__SGB19322_group	26557.0	38104.0	19106.0	24065.0	10984.0	19394.0	27656.0	17451.0	1821.0	2840.0	276.0	588.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_SGB2037|t__SGB2037	32115.0	41679.0	659.0	605.0	0.0	0.0	0.0	0.0	1026.0	1453.0	29.0	0.0
k__Bacteria|p__Spirochaetota|c__CFGB1017|o__OFGB1017|f__FGB1017|g__GGB2666|s__GGB2666_SGB3592|t__SGB3592	34098.0	48720.0	13830.0	14464.0	0.0	0.0	0.0	0.0	0.0	0.0	1731.0	832.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_sp_oral_taxon_275|t__SGB95299_group	25780.0	30816.0	4891.0	4917.0	0.0	0.0	0.0	0.0	47932.0	52802.0	42748.0	33573.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus|s__Anaeroglobus_geminatus|t__SGB5870	20664.0	32475.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_3310|t__SGB6930	20977.0	21034.0	0.0	0.0	18530.0	23252.0	1970.0	2463.0	17886.0	20100.0	16757.0	14098.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__GGB4400|s__GGB4400_SGB6074|t__SGB6074	27505.0	41433.0	0.0	0.0	55313.0	74992.0	5364.0	4261.0	82778.0	87268.0	2517.0	1485.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella|s__Hoylesella_saccharolytica|t__SGB1454	33289.0	41015.0	242.0	35.0	42363.0	56215.0	528.0	345.0	24820.0	27845.0	69.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_sp_Marseille_Q4385|t__SGB69135	32345.0	50940.0	0.0	353.0	19852.0	27829.0	0.0	0.0	25244.0	32226.0	0.0	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_hongkongensis|t__SGB6059	25277.0	33949.0	0.0	0.0	65031.0	72890.0	1364.0	0.0	58988.0	48729.0	590.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__GGB1088|s__GGB1088_SGB1395|t__SGB1395	23456.0	29553.0	13403.0	13252.0	195119.0	233060.0	49985.0	45050.0	36957.0	37784.0	50724.0	43852.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_sp_Marseille_Q4761|t__SGB4480	33907.0	49788.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus|t__SGB97158_group	21997.0	34918.0	870.0	1029.0	20191.0	30438.0	0.0	0.0	65248.0	80685.0	428.0	280.0
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_concisus|t__SGB96172_group	19748.0	24992.0	0.0	0.0	19642.0	24461.0	111.0	0.0	12463.0	13287.0	9253.0	7251.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__GGB72530|s__GGB72530_SGB99878|t__SGB99878	25825.0	37313.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_bacterium_oral_taxon_955|t__SGB19921	12758.0	16937.0	210.0	252.0	53933.0	70400.0	2012.0	1187.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1781|o__OFGB1781|f__FGB1781|g__GGB4733|s__GGB4733_SGB6557|t__SGB6557	11350.0	11832.0	629.0	769.0	2894.0	4124.0	7516.0	6433.0	1050.0	583.0	250.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3388|s__GGB3388_SGB4476|t__SGB4476	28221.0	35611.0	0.0	0.0	178379.0	250381.0	0.0	0.0	20748.0	23278.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_haemolysans|t__SGB7292_group	22516.0	37583.0	259.0	0.0	46026.0	76799.0	2446.0	1436.0	12801.0	17702.0	707.0	1067.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_hwasookii|t__SGB5997	24854.0	36573.0	1062.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB12783|o__OFGB12783|f__FGB12783|g__GGB12783|s__GGB12783_SGB19821|t__SGB19821	11515.0	14195.0	0.0	23.0	0.0	0.0	0.0	0.0	104.0	178.0	0.0	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_wadei|t__SGB6055	20697.0	35945.0	0.0	0.0	1663.0	7121.0	0.0	0.0	33977.0	32235.0	47408.0	41788.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_tannerae|t__SGB1411	22341.0	25182.0	7404.0	8312.0	0.0	0.0	8157.0	5453.0	13633.0	12028.0	54728.0	47738.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sp_oral_taxon_078|t__SGB7282	20747.0	33896.0	0.0	0.0	952.0	1145.0	0.0	0.0	978.0	1559.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_halliae|t__SGB9430	20542.0	33728.0	0.0	0.0	257725.0	360346.0	71993.0	85014.0	124421.0	109757.0	18517.0	16639.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella_maculosa|t__SGB1524	24602.0	33280.0	0.0	0.0	8926.0	10400.0	0.0	0.0	16813.0	17824.0	1864.0	1100.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_SGB9420|t__SGB9420	24957.0	34928.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_moorei|t__SGB6826	15661.0	22024.0	0.0	0.0	138.0	501.0	0.0	0.0	2841.0	2750.0	2166.0	1066.0
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_SGB19316|t__SGB19316_group	19924.0	29839.0	0.0	0.0	138291.0	199009.0	16490.0	12544.0	54472.0	61677.0	7009.0	6944.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_mucosa|t__SGB9465_group	20263.0	30361.0	46681.0	47353.0	347996.0	427063.0	136907.0	118382.0	0.0	283.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sputigena|t__SGB5897	19796.0	24662.0	0.0	0.0	921.0	1089.0	0.0	0.0	9837.0	8224.0	7631.0	4839.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__GGB1843|s__GGB1843_SGB2516|t__SGB2516	15915.0	30642.0	0.0	0.0	33802.0	40464.0	0.0	3938.0	10728.0	11049.0	0.0	3931.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB3389|s__GGB3389_SGB4477|t__SGB4477	18630.0	26749.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Catonella|s__Catonella_morbi|t__SGB4503	25971.0	36779.0	0.0	0.0	20099.0	25199.0	0.0	0.0	2705.0	3414.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_paraphrohaemolyticus|t__SGB9634	15974.0	25613.0	8161.0	7082.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Gemellaceae|g__Gemella|s__Gemella_haemolysans|t__SGB7285_group	12851.0	22617.0	26290.0	27751.0	16906.0	27565.0	97343.0	87112.0	13527.0	21041.0	29313.0	30127.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella|s__Hoylesella_loescheii|t__SGB1457	24130.0	34626.0	0.0	0.0	5130.0	7101.0	1822.0	1423.0	0.0	0.0	1851.0	1013.0
